"type","tag","title","author","year","volume","number","journal","pages","editor","booktitle","publisher","address","doi","misc","report","keywords","url","Link","keyword1","keyword2","keyword3","keyword4","keyword5","...25"
"techreport","tbep1220","2021-2025 Strategic Plan","M. Burke and M. Amaral","2020","NA","#12-20","NA","19","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","#12-20","#12-20","program guidance, assessment","https://drive.google.com/file/d/11xohuoaHDxNHRqgXoOHdI37FpWvac_rn/view?usp=sharing","<a href=""https://drive.google.com/file/d/11xohuoaHDxNHRqgXoOHdI37FpWvac_rn/view?usp=sharing"">View Document</a>","program guidance","assessment",NA,NA,NA,NA
"article","tbep1120","Characterizing Vessel Traffic Using the AIS: A Case Study in Florida's Largest Estuary","S.D. Meyers, M.E. Luther, S. Ringuet, G. Raulerson, E. Sherwood, K. Conrad, G. Basili","2020","146","5","Journal of Waterway, Port, Coastal, and Ocean Engineering","NA","NA","NA","Journal of Waterway, Port, Coastal, and Ocean Engineering","NA","10.1061/(ASCE)WW.1943-5460.0000592","#11-20","#11-20","shipping, modelling, bay habitats, spatial analysis","https://doi.org/10.1061/(ASCE)WW.1943-5460.0000592","<a href=""https://doi.org/10.1061/(ASCE)WW.1943-5460.0000592"">View Document</a>","shipping","modelling","bay habitats","spatial analysis",NA,NA
"techreport","tbep1020","Ignacio Haya Living Shoreline Project","City of Tampa","2020","NA","#10-20","NA","9","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#10-20","TBERF, restoration, bay habitats","https://drive.google.com/file/d/1-gheoQvz5HzaUX2LnnhFy8XfB-NKWpqy/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1-gheoQvz5HzaUX2LnnhFy8XfB-NKWpqy/view?usp=drivesdk"">View Document</a>","TBERF","restoration","bay habitats",NA,NA,NA
"techreport","tbep0920","Terra Ceia Huber and Frog Creek Upland Habitat Restoration Project","Southwest Florida Water Management District (L. Garcia)","2020","NA","#09-20","NA","22","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#09-20","TBERF, restoration, invasive species","https://drive.google.com/file/d/1-elratBRVrfg9bbb2d0TKEuBTrlWWxb0/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1-elratBRVrfg9bbb2d0TKEuBTrlWWxb0/view?usp=drivesdk"">View Document</a>","TBERF","restoration","invasive species",NA,NA,NA
"techreport","tbep0820","Tampa Bay Habitat Restoration: Best Management Practices Manual","Environmental Science Associates (T. Ries)","2020","NA","#08-20","NA","NULL","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#08-20","restoration, bay habitats, invasive species","https://drive.google.com/file/d/1mUEAPFsdFiD29LtKzqfkCfyuvpU12mgM/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1mUEAPFsdFiD29LtKzqfkCfyuvpU12mgM/view?usp=drivesdk"">View Document</a>","restoration","bay habitats","invasive species",NA,NA,NA
"techreport","tbep0720","Tampa Bay Estuary Program: 2020 Habitat Master Plan Update","Environmental Science Associates (D. Robison, T. Ries, J. Saarinen, D. Tomasko, and C. Sciarrino)","2020","NA","#07-20","NA","NULL","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#07-20","bay habitats, restoration, monitoring, program guidance, status and trends","https://drive.google.com/file/d/1Hp0l_qtbxp1JxKJoGatdyuANSzQrpL0I/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Hp0l_qtbxp1JxKJoGatdyuANSzQrpL0I/view?usp=drivesdk"">View Document</a>","bay habitats","restoration","monitoring","program guidance","status and trends",NA
"techreport","tbep0620","Twenty-five-year Trends in the Benthic Community and Sediment Quality of Tampa Bay 1993-2017","D.J. Karlen, T. Dix, B.K. Goetting, S.E. Markham, K.Campbell, J. Jernigan, J.Christian, K. Martinez, A. Chacour","2020","NA","#06-20","NA","251","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida",NA,"NULL","#06-20","benthos, status and trends, assessment, monitoring, contaminants","https://drive.google.com/file/d/1XqwAbvhSRSDMHyGhVtrUTZpVmPqkFsWI/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1XqwAbvhSRSDMHyGhVtrUTZpVmPqkFsWI/view?usp=drivesdk"">View Document</a>","benthos","status and trends","assessment","monitoring","contaminants",NA
"article","tbep0520","The Effects of Hurricane Irma on Seagrass Meadows in Previously Eutrophic Estuaries in Southwest Florida (USA)","D. Tomasko, M. Alderson, R. Burnes, J. Hecker, N. Iadevaia, J. Leverone, G. Raulerson, E. Sherwood","2020","156","#05-20","Marine Pollution Bulletin","1578441600","NA","NA","Marine Pollution Bulletin","NA","10.1016/j.marpolbul.2020.111247","#05-20","#05-20","seagrass, bay habitats, monitoring, restoration, climate change","https://doi.org/10.1016/j.marpolbul.2020.111247","<a href=""https://doi.org/10.1016/j.marpolbul.2020.111247"">View Document</a>","seagrass","bay habitats","monitoring","restoration","climate change",NA
"article","tbep0420","Social Factors Key to Landscape-scale Coastal Restoration: Lessons Learned from Three U.S. Case Studies","B. DeAngelis & 20 others.","2020","12","#04-20","Sustainability","869","NA","NA","Sustainability","NA","10.3390/su12030869","#04-20","#04-20","restoration, shellfish, seagrass, economic, assessment","https://drive.google.com/file/d/1aeFLHFUNoFYQU1DK8PAnyoGXa6GNNq19/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1aeFLHFUNoFYQU1DK8PAnyoGXa6GNNq19/view?usp=drivesdk"">View Document</a>","restoration","shellfish","seagrass","economic","assessment",NA
"techreport","tbep0320","2019 Tampa Bay Estuary Nutrient Management Compliance Assessment","E.T. Sherwood, M. Burke, and M. Beck","2020","NA","#03-20","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-20","pollutant loading, nitrogen, program guidance, regulations, assessment","https://drive.google.com/file/d/1NQEa4WR3TmhSSr8R1lW5zO_Lk8W5AZ7Z/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1NQEa4WR3TmhSSr8R1lW5zO_Lk8W5AZ7Z/view?usp=drivesdk"">View Document</a>","pollutant loading","nitrogen","program guidance","regulations","assessment",NA
"techreport","tbep0220","Southwest Florida Tidal Creeks: Nutrient Management Framework and Indicator Development","Janicki Environmental and Mote Marine Laboratory","2020","NA","#02-20","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#02-20","water quality, bay habitats, assessment, fish and wildlife, tributary","https://drive.google.com/file/d/1n4okSVtNSswVXv1Lje-qMopNZdvUrQnt/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1n4okSVtNSswVXv1Lje-qMopNZdvUrQnt/view?usp=drivesdk"">View Document</a>","water quality","bay habitats","assessment","fish and wildlife","tributary",NA
"techreport","tbep0120","2019 Tampa Bay Water Quality Assessment","M. Beck, M. Burke, G. Raulerson","2020","NA","#01-20","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-20","status and trends, water quality, chlorophyll, light attenuation, seagrass","https://drive.google.com/file/d/1Z_P3zahMFXSMyC7rW49MsjWP-jP_OqJF/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Z_P3zahMFXSMyC7rW49MsjWP-jP_OqJF/view?usp=drivesdk"">View Document</a>","status and trends","water quality","chlorophyll","light attenuation","seagrass",NA
"techreport","tbep1819","Tampa Bay Living Shoreline Suitability Model Extension Project","Florida Fish and Wildlife Conservation Commission (C. Boland)","2019","NA","#18-19","NA","6","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#18-19","TBERF, restoration, bay habitats, modelling","https://drive.google.com/file/d/1-h1ZbqEnlxks-3N4VkzcpJJ802f2j9G9/view?usp=sharing","<a href=""https://drive.google.com/file/d/1-h1ZbqEnlxks-3N4VkzcpJJ802f2j9G9/view?usp=sharing"">View Document</a>","TBERF","restoration","bay habitats","modelling",NA,NA
"techreport","tbep1719","Downtown Safety Harbor Living Shoreline and Spring Restoration Project","City of Safety Harbor (M.C. Giuliani)","2019","NA","#17-19","NA","99","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#17-19","TBERF, restoration, bay habitats","https://drive.google.com/file/d/1-jD9iFlO_O4XV_PqDnL74F1goegEkggJ/view?usp=sharing","<a href=""https://drive.google.com/file/d/1-jD9iFlO_O4XV_PqDnL74F1goegEkggJ/view?usp=sharing"">View Document</a>","TBERF","restoration","bay habitats",NA,NA,NA
"techreport","tbep1619","Little Bird Key Living Shoreline Project","Friends of Tampa Bay National Wildlife Refuges (B. Howard)","2019","NA","#16-19","NA","17","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#16-19","TBERF, restoration, bay habitats","https://drive.google.com/file/d/1-o97j3fzjHautCRJd3sV_TOQAmseHIc_/view?usp=sharing","<a href=""https://drive.google.com/file/d/1-o97j3fzjHautCRJd3sV_TOQAmseHIc_/view?usp=sharing"">View Document</a>","TBERF","restoration","bay habitats",NA,NA,NA
"techreport","tbep1519","McKay Bay South Oyster Reef Project","Tampa Bay Watch (S. Herndon)","2019","NA","#15-19","NA","6","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#15-19","TBERF, shellfish, restoration","https://drive.google.com/file/d/1-op7vEy0ESRWtP-GlDvXflfsWbr5T6aF/view?usp=sharing","<a href=""https://drive.google.com/file/d/1-op7vEy0ESRWtP-GlDvXflfsWbr5T6aF/view?usp=sharing"">View Document</a>","TBERF","shellfish","restoration",NA,NA,NA
"techreport","tbep1419","Evaluation of Sportfish Habitat in Tampa Bay","University of Florida (J. Hill, J. Paterson, K. Schulz, Q. Tuckett)","2019","NA","#14-19","NA","75","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#14-19","TBERF, fish and wildlife, bay habitats, restoration, assessment","https://drive.google.com/file/d/1-pNHYyd2r_T4PdryW9iMux8RqGsGFFJZ/view?usp=sharing","<a href=""https://drive.google.com/file/d/1-pNHYyd2r_T4PdryW9iMux8RqGsGFFJZ/view?usp=sharing"">View Document</a>","TBERF","fish and wildlife","bay habitats","restoration","assessment",NA
"techreport","tbep1319","Fish Communities Associated with Hard Bottom Habitats in Tampa Bay","FFWCC (K.E. Flaherty-Walia, B.J. Williams, B. Barbara, B.L. Winner, P.W. Stevens, T.C. MacDonald, T.S. Switzer, and S.F. Keenan)","2019","NA","#13-19","NA","53","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#13-19","TBERF, fish and wildlife, assessment, bay habitats","https://drive.google.com/file/d/1-uG8rSQC7zLXlmcJjSp7B79ZWdl1Tq3E/view?usp=sharing","<a href=""https://drive.google.com/file/d/1-uG8rSQC7zLXlmcJjSp7B79ZWdl1Tq3E/view?usp=sharing"">View Document</a>","TBERF","fish and wildlife","assessment","bay habitats",NA,NA
"techreport","tbep1219","2018 Multimetric Index of Nekton Health for Tampa Bay, FL","M.N. Schrandt, T.C. MacDonald","2019","NA","#12-19","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#12-19","assessment, monitoring, fish and wildlife, status and trends, water quality","https://drive.google.com/file/d/1EVBUFGcmhvp3Yu1L2YGNQuxY-cqO0zyI/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1EVBUFGcmhvp3Yu1L2YGNQuxY-cqO0zyI/view?usp=drivesdk"">View Document</a>","assessment","monitoring","fish and wildlife","status and trends","water quality",NA
"techreport","tbep1119","2018 Tampa Bay Estuary Nutrient Management Compliance Assessment","E.T. Sherwood, M. Burke","2019","NA","#11-19","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#11-19","pollutant loading, nitrogen, program guidance, regulations, assessment","https://drive.google.com/file/d/18OdDV4WQxYJLgCx-cdUCEq15ofyP9j_5/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/18OdDV4WQxYJLgCx-cdUCEq15ofyP9j_5/view?usp=drivesdk"">View Document</a>","pollutant loading","nitrogen","program guidance","regulations","assessment",NA
"incollection","tbep1019","The Tampa Bay Story: Fostering Collaborative Partnerships to Restore an Urban Estuary","G. Raulerson, E.T. Sherwood, M. Burke, H.S. Greening, A.J. Janicki","2019","NA","NA","NA","NA","NA","NA","Proceedings of the Sixth Interagency Conference on Research in the Watersheds, July 23-26, 2018","Shepherdstown, West Virginia","NA","#10-19","#10-19","pollutant loading, nitrogen, seagrass, status and trends, water quality","https://drive.google.com/file/d/1BnLYdaFE8ch3p-zJGS9cq-bb1ud_Y1jS/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1BnLYdaFE8ch3p-zJGS9cq-bb1ud_Y1jS/view?usp=drivesdk"">View Document</a>","pollutant loading","nitrogen","seagrass","status and trends","water quality",NA
"techreport","tbep0919","Effects of the Toxic Dinoflagellate Pyrodinium bahamense on Feeding Efficiency and Toxicity in Bivalve Grazers","C.B. Lopez, S. Shankar, S.M. Garcia, S.P. Geiger, K.A. Hubbard, L.J. Flewelling","2019","NA","#09-19","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#09-19","chlorophyll, fish and wildlife, shellfish, water quality, harmful algal blooms","https://drive.google.com/file/d/1zlul0U2AUlwa1Qi5p0z-4fpjLGPAa6Cr/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1zlul0U2AUlwa1Qi5p0z-4fpjLGPAa6Cr/view?usp=drivesdk"">View Document</a>","chlorophyll","fish and wildlife","shellfish","water quality","harmful algal blooms",NA
"techreport","tbep0819","Tampa Bay Hard Bottom Mapping Project","CSA Ocean Sciences, Inc.","2019","NA","#08-19","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#08-19","bay habitats, benthos, spatial analysis, TBERF","https://drive.google.com/file/d/1cVe4VUAIXKeaoQiT-hQt-GxZajwKjksk/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1cVe4VUAIXKeaoQiT-hQt-GxZajwKjksk/view?usp=drivesdk"">View Document</a>","bay habitats","benthos","spatial analysis","TBERF",NA,NA
"article","tbep0719","Assessment of the Cumulative Effects of Restoration Activities on Water Quality in Tampa Bay, Florida","M. Beck, E. Sherwood, J. Henkel, K. Dorans, K. Ireland, P. Varela","2019","42","7","Estuaries & Coasts","1774-1791","NA","NA","Estuaries & Coasts","NA","10.1007/s12237-019-00619-w","#07-19","#07-19","chlorophyll, open science, restoration, spatial analysis, water quality","https://doi.org/10.1007/s12237-019-00619-w","<a href=""https://doi.org/10.1007/s12237-019-00619-w"">View Document</a>","chlorophyll","open science","restoration","spatial analysis","water quality",NA
"techreport","tbep0619","Ship Wakes in Tampa Bay","S.D. Meyers, M.E. Luther","2019","NA","#06-19","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#06-19","modelling, shipping, spatial analysis","https://drive.google.com/file/d/1phn8ruefOb3_BILzjVspzPqmfdjiAb6x/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1phn8ruefOb3_BILzjVspzPqmfdjiAb6x/view?usp=drivesdk"">View Document</a>","modelling","shipping","spatial analysis",NA,NA,NA
"techreport","tbep0519","Recommended Projections of Sea Level Rise for the Tampa Bay Region (Update)","M. Burke, L. Carnahan, K. Hammer-Levy, G. Mitchum","2019","NA","#05-19","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#05-19","climate change, modelling, sea level rise, status and trends","https://drive.google.com/file/d/1c_KTSJ4TgVX9IugnyDadr2Hc0gjAuQg2/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1c_KTSJ4TgVX9IugnyDadr2Hc0gjAuQg2/view?usp=drivesdk"">View Document</a>","climate change","modelling","sea level rise","status and trends",NA,NA
"techreport","tbep0419","Facilitation of Seagrass Productivity in Tampa Bay Using the Indigenous, Suspension Feeding Bivalve, Mercenaria campechiensis","B. Barber","2019","NA","#04-19","NA","NA","NA","NA","Final report prepared for the Tampa Bay Environmental Restoration Fund","St. Petersburg, Florida","NA","NA","#04-19","bay habitats, seagrass, shellfish, TBERF, water quality","https://drive.google.com/file/d/1Qd4ATPW2KKNkoCOOOql2biUwIb4FPM0_/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Qd4ATPW2KKNkoCOOOql2biUwIb4FPM0_/view?usp=drivesdk"">View Document</a>","bay habitats","seagrass","shellfish","TBERF","water quality",NA
"article","tbep0319","Blue Carbon: an Additional Driver for Restoring and Preserving Ecological Services of Coastal Wetlands in Tampa Bay (Florida, USA)","L. Sheehan, E. Sherwood, R. Moyer, K. Radabaugh, S. Simpson","2019","NA","NA","Wetlands","NA","NA","NA","Wetlands","NA","10.1007/s13157-019-01137-y","#03-19","#03-19","bay habitats, climate change, restoration, sea level rise","https://doi.org/10.1007/s13157-019-01137-y","<a href=""https://doi.org/10.1007/s13157-019-01137-y"">View Document</a>","bay habitats","climate change","restoration","sea level rise",NA,NA
"techreport","tbep0219","Tampa Bay Dredged Hole Assessment and Management Recommendations: 2019 Synthesis Report","G. Raulerson, A. Hershorin, D. Karlen, T. MacDonald, A. Tyler-Jedlund","2019","NA","#02-19","NA","NA","NA","NA","Final report prepared for the Tampa Bay Environmental Restoration Fund","St. Petersburg, Florida","NA","NA","#02-19","assessment, bay habitats, dredging, shipping, TBERF","https://drive.google.com/file/d/1xDPeIlL07WaFb9b7aVA-jEpBVWffcBVy/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1xDPeIlL07WaFb9b7aVA-jEpBVWffcBVy/view?usp=drivesdk"">View Document</a>","assessment","bay habitats","dredging","shipping","TBERF",NA
